stress-ng: info:  [403] setting to a 60 second run per stressor
stress-ng: info:  [403] dispatching hogs: 2 io
stress-ng: info:  [403] successful run completed in 60.10s (1 min, 0.10 secs)
stress-ng: info:  [403] stressor       bogo ops real time  usr time  sys time   bogo ops/s     bogo ops/s
stress-ng: info:  [403]                           (secs)    (secs)    (secs)   (real time) (usr+sys time)
stress-ng: info:  [403] io                 7952     60.02      6.28     49.16       132.48         143.43
========================================
Stress-NG Workload (Synchronized)
========================================
Initializing shared memory...
Waiting for speedometer to register...
Found speedometer in shared memory!
Sending START command to speedometer...

Starting stress-ng workload for 60 seconds...
Command: stress-ng --io 2 --timeout 60s --metrics-brief


Stress-ng completed with exit code: 0
Sending STOP command to speedometer...
Waiting for statistics from speedometer...

========== RECEIVED SPEEDOMETER STATISTICS ==========
Total cycles: 1200
Deadline misses: 0 (0.00%)
Execution time:
  Mean: 350.392 us
  Min: 130.736 us
  Max: 3443.680 us
Jitter:
  Mean: 3005.273 us
  Max: 7678.928 us
Response time:
  Mean: 3355.665 us
  Min: 1239.712 us
  Max: 8250.544 us
====================================================

Stress workload terminated.
===VMSTAT_START===
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 402416   7080  30832    0    0    16    11  445  566  7 54 25 14  0 1970-01-01 00:12:38
 3  0      0 400184   7088  32992    0    0     0   300  657  704 14 50 24 12  0 1970-01-01 00:12:39
 2  0      0 400184   7096  32992    0    0     0    16 1092 1486  6 69  4 21  0 1970-01-01 00:12:40
 2  0      0 400060   7104  32992    0    0     0    16 1058 1429  8 67  3 23  0 1970-01-01 00:12:41
 3  0      0 400060   7112  32992    0    0     0    16 1035 1400  7 66  4 23  0 1970-01-01 00:12:42
 2  0      0 400060   7120  32992    0    0     0    16 1015 1379  6 68  3 23  0 1970-01-01 00:12:43
 3  0      0 400060   7128  32992    0    0     0    16 1021 1410  9 64  3 24  0 1970-01-01 00:12:44
 2  1      0 400060   7136  32992    0    0     0    16 1049 1447  6 67  5 22  0 1970-01-01 00:12:45
 3  0      0 400060   7144  32992    0    0     0    16 1051 1381  7 68  3 22  0 1970-01-01 00:12:46
 3  0      0 400060   7152  32992    0    0     0    16 1031 1370  6 68  3 23  0 1970-01-01 00:12:47
 2  0      0 400060   7160  32992    0    0     0    16 1053 1402  6 69  3 22  0 1970-01-01 00:12:48
 2  0      0 400060   7168  32992    0    0     0    16 1084 1401  6 70  4 21  0 1970-01-01 00:12:49
 2  0      0 400060   7176  32992    0    0     0    16 1112 1447  6 69  4 20  0 1970-01-01 00:12:50
 2  0      0 400060   7184  32992    0    0     0    16 1093 1409  8 68  4 20  0 1970-01-01 00:12:51
 2  0      0 400060   7192  32992    0    0     0    16 1020 1347  6 67  4 23  0 1970-01-01 00:12:53
 2  0      0 400060   7200  32992    0    0     0    16 1074 1404  6 70  3 22  0 1970-01-01 00:12:54
 2  0      0 400060   7208  32992    0    0     0    16 1061 1404  6 69  3 21  0 1970-01-01 00:12:55
 2  0      0 400060   7216  32992    0    0     0    16 1038 1401 10 66  3 21  0 1970-01-01 00:12:56
 2  0      0 400060   7224  32992    0    0     0    16 1034 1401  5 69  5 21  0 1970-01-01 00:12:57
