stress-ng: info:  [307] setting to a 60 second run per stressor
stress-ng: info:  [307] dispatching hogs: 2 io
stress-ng: info:  [307] successful run completed in 60.27s (1 min, 0.27 secs)
stress-ng: info:  [307] stressor       bogo ops real time  usr time  sys time   bogo ops/s     bogo ops/s
stress-ng: info:  [307]                           (secs)    (secs)    (secs)   (real time) (usr+sys time)
stress-ng: info:  [307] io                 8329     60.11      6.39     51.69       138.55         143.41
========================================
Stress-NG Workload (Synchronized)
========================================
Initializing shared memory...
Waiting for speedometer to register...
Found speedometer in shared memory!
Sending START command to speedometer...

Starting stress-ng workload for 60 seconds...
Command: stress-ng --io 2 --timeout 60s --metrics-brief


Stress-ng completed with exit code: 0
Sending STOP command to speedometer...
Waiting for statistics from speedometer...

========== RECEIVED SPEEDOMETER STATISTICS ==========
Total cycles: 1200
Deadline misses: 1 (0.08%)
Execution time:
  Mean: 392.058 us
  Min: 136.592 us
  Max: 2964.048 us
Jitter:
  Mean: 3017.338 us
  Max: 8983.808 us
Response time:
  Mean: 3409.396 us
  Min: 1808.512 us
  Max: 10924.816 us
====================================================

Stress workload terminated.
===VMSTAT_START===
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 405076   4692  30760    0    0    34    11  433  535  8 54 26 12  0 1970-01-01 00:06:00
 2  0      0 402844   4692  32916    0    0     0   308  677  703 13 54 23 10  0 1970-01-01 00:06:01
 2  0      0 402844   4692  32916    0    0     0    16 1070 1416  7 68  1 24  0 1970-01-01 00:06:02
 2  0      0 402844   4692  32916    0    0     0    16 1056 1397  7 68  1 24  0 1970-01-01 00:06:03
 2  0      0 402844   4692  32916    0    0     0    16 1070 1407  7 68  2 23  0 1970-01-01 00:06:04
 2  0      0 402844   4692  32916    0    0     0    16 1024 1344  6 69  2 24  0 1970-01-01 00:06:05
 2  0      0 402844   4692  32916    0    0     0    16 1067 1430  6 70  1 23  0 1970-01-01 00:06:06
 3  0      0 402844   4692  32916    0    0     0    16 1059 1389  6 71  2 21  0 1970-01-01 00:06:07
 3  0      0 402844   4692  32916    0    0     0    16 1046 1366  3 71  2 23  0 1970-01-01 00:06:08
 2  0      0 402844   4692  32916    0    0     0    16 1020 1383  6 68  2 24  0 1970-01-01 00:06:09
 2  0      0 402844   4692  32916    0    0     0    16 1029 1335  7 68  2 23  0 1970-01-01 00:06:10
 2  0      0 402844   4692  32916    0    0     0    16 1102 1438  6 71  2 20  0 1970-01-01 00:06:11
 2  0      0 402844   4692  32916    0    0     0    16 1041 1379  4 70  2 24  0 1970-01-01 00:06:12
 2  0      0 402844   4692  32916    0    0     0    16 1030 1343  5 70  3 23  0 1970-01-01 00:06:13
 2  0      0 402844   4692  32916    0    0     0    16 1029 1356  6 68  3 24  0 1970-01-01 00:06:14
 3  0      0 402844   4692  32916    0    0     0    16 1005 1350  7 65  3 25  0 1970-01-01 00:06:15
 2  0      0 402844   4692  32916    0    0     0    16 1017 1344  6 67  3 23  0 1970-01-01 00:06:16
 2  0      0 402844   4692  32916    0    0     0    16  997 1361  5 67  3 25  0 1970-01-01 00:06:17
 2  0      0 402844   4692  32916    0    0     0    16 1037 1378  5 69  2 24  0 1970-01-01 00:06:18
 3  0      0 402844   4696  32916    0    0     0    16 1053 1411  7 68  2 23  0 1970-01-01 00:06:19
 2  0      0 402844   4704  32916    0    0     0    16 1065 1411  6 69  3 22  0 1970-01-01 00:06:20
 1  1      0 402844   4712  32916    0    0     0    16  999 1334  5 68  3 24  0 1970-01-01 00:06:21
 2  0      0 402844   4720  32916    0    0     0    16 1012 1324  7 66  3 24  0 1970-01-01 00:06:22
 2  0      0 402844   4728  32916    0    0     0    16 1037 1408  7 66  3 23  0 1970-01-01 00:06:23
 2  0      0 402844   4736  32916    0    0     0    16 1030 1400  6 68  2 24  0 1970-01-01 00:06:24
 3  0      0 402844   4744  32916    0    0     0    16 1038 1349  5 70  2 22  0 1970-01-01 00:06:25
 2  0      0 402844   4752  32916    0    0     0    16 1039 1389  5 69  2 23  0 1970-01-01 00:06:26
 2  0      0 402844   4760  32916    0    0     0    16 1034 1362  3 70  3 24  0 1970-01-01 00:06:27
 2  0      0 402844   4768  32916    0    0     0    16 1046 1366  6 68  2 24  0 1970-01-01 00:06:28
 2  0      0 402844   4776  32916    0    0     0    16 1008 1325  6 68  4 22  0 1970-01-01 00:06:29
 2  0      0 402844   4784  32916    0    0     0    16 1053 1401  8 67  2 23  0 1970-01-01 00:06:30
 2  0      0 402720   4792  32916    0    0     0    16 1046 1333  7 69  3 21  0 1970-01-01 00:06:31
 2  0      0 402720   4800  32916    0    0     0    16 1021 1387  6 68  3 23  0 1970-01-01 00:06:32
 4  0      0 402720   4808  32916    0    0     0    16 1022 1395  6 67  3 24  0 1970-01-01 00:06:33
 2  0      0 402720   4816  32916    0    0     0    16 1004 1333  6 69  3 22  0 1970-01-01 00:06:34
 2  0      0 402720   4824  32916    0    0     0    16 1029 1381  5 69  3 23  0 1970-01-01 00:06:35
 4  0      0 402720   4832  32916    0    0     0    16 1000 1316  7 67  2 24  0 1970-01-01 00:06:36
 2  0      0 402720   4840  32916    0    0     0    16 1020 1400  8 67  4 21  0 1970-01-01 00:06:37
 2  0      0 402720   4848  32916    0    0     0    16 1036 1348  7 68  3 21  0 1970-01-01 00:06:38
 2  0      0 402720   4856  32920    0    0     0    16 1014 1345  5 69  3 23  0 1970-01-01 00:06:39
 2  0      0 402720   4864  32920    0    0     0    16 1050 1424  6 69  3 22  0 1970-01-01 00:06:41
 2  0      0 402720   4872  32920    0    0     0    16 1066 1435  5 70  3 21  0 1970-01-01 00:06:42
 3  0      0 402596   4880  32920    0    0     0    16 1124 1504  8 70  2 21  0 1970-01-01 00:06:43
 2  0      0 402596   4888  32920    0    0     0    16 1106 1485  8 68  3 21  0 1970-01-01 00:06:44
 3  0      0 402596   4896  32920    0    0     0    16 1093 1487  7 69  2 22  0 1970-01-01 00:06:45
 2  0      0 402596   4904  32920    0    0     0    16 1060 1420  7 69  4 20  0 1970-01-01 00:06:46
 3  0      0 402596   4912  32920    0    0     0    16 1086 1447  6 72  2 20  0 1970-01-01 00:06:47
 2  0      0 402596   4920  32920    0    0     0    16 1085 1481  6 69  3 22  0 1970-01-01 00:06:48
 3  0      0 402596   4928  32920    0    0     0    16 1105 1521  6 69  5 20  0 1970-01-01 00:06:49
 2  0      0 402596   4936  32920    0    0     0    16 1114 1470  6 71  3 21  0 1970-01-01 00:06:50
 2  0      0 402596   4944  32920    0    0     0    16 1040 1411  6 69  2 23  0 1970-01-01 00:06:51
