stress-ng: info:  [276] setting to a 60 second run per stressor
stress-ng: info:  [276] dispatching hogs: 2 stream
stress-ng: info:  [277] stress-ng-stream: using built-in defaults as no suitable cache found
stress-ng: info:  [277] stress-ng-stream: stressor loosely based on a variant of the STREAM benchmark code
stress-ng: info:  [277] stress-ng-stream: do NOT submit any of these results to the STREAM benchmark results
stress-ng: info:  [277] stress-ng-stream: Using CPU cache size of 2048K
stress-ng: info:  [278] stress-ng-stream: memory rate: 320.05 MB/sec, 128.02 Mflop/sec (instance 1)
stress-ng: info:  [277] stress-ng-stream: memory rate: 313.84 MB/sec, 125.54 Mflop/sec (instance 0)
stress-ng: info:  [276] successful run completed in 60.17s (1 min, 0.17 secs)
stress-ng: info:  [276] stressor       bogo ops real time  usr time  sys time   bogo ops/s     bogo ops/s
stress-ng: info:  [276]                           (secs)    (secs)    (secs)   (real time) (usr+sys time)
stress-ng: info:  [276] stream              949     60.09    119.32      0.26        15.79           7.94
stress-ng: info:  [276] stream           316.95 memory rate (MB per sec) (average per stressor)
stress-ng: info:  [276] stream           126.78 memory rate (Mflop per sec) (average per stressor)
========================================
Stress-NG Workload (Synchronized)
========================================
Initializing shared memory...
Waiting for speedometer to register...
Found speedometer in shared memory!
Sending START command to speedometer...

Starting stress-ng workload for 60 seconds...
Command: stress-ng --stream 2 --timeout 60s --metrics-brief


Stress-ng completed with exit code: 0
Sending STOP command to speedometer...
Waiting for statistics from speedometer...

========== RECEIVED SPEEDOMETER STATISTICS ==========
Total cycles: 1200
Deadline misses: 0 (0.00%)
Execution time:
  Mean: 206.421 us
  Min: 150.704 us
  Max: 1492.272 us
Jitter:
  Mean: 2256.988 us
  Max: 4656.688 us
Response time:
  Mean: 2463.410 us
  Min: 1465.952 us
  Max: 5070.512 us
====================================================

Stress workload terminated.
===VMSTAT_START===
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 398824  11232  30816    0    0    57     5  215   33 71  8 21  0  0
 2  0      0 371792  11232  32944    0    0     0     0  473  106 65 21 14  0  0
 2  0      0 371792  11232  32972    0    0     0     0  507   22 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  507   20 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  507   16 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  507   16 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0   112  508   33 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  505   18 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  510   19 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  511   20 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  508   19 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  502   13 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  508   15 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  507   17 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  508   20 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  506   15 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  507   16 100  0  0  0  0
 3  0      0 371792  11232  32972    0    0     0     0  503   15 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0    16  509   26 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  506   16 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  508   16 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  506   16 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  505   24 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  508   18 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  506   19 100  0  0  0  0
 3  0      0 371792  11232  32972    0    0     0     0  504   16 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  505   20 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  507   16 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  507   18 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  512   18 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  503   20 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  507   16 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  507   15 100  0  0  0  0
 3  0      0 371792  11232  32972    0    0     0     0  508   17 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  504   20 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  508   16 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  506   16 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  505   18 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  507   22 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  508   20 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  503   12 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  508   16 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  507   20 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  508   19 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  502   14 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  508   16 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  508   22 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  503   14 100  0  0  0  0
 2  0      0 371792  11232  32972    0    0     0     0  506   16 100  0  0  0  0
 2  0      0 371792  11232  32976    0    0     0   152  510   21 100  0  0  0  0
 2  0      0 371792  11232  32976    0    0     0     0  509   47 100  0  0  0  0
 3  0      0 371792  11232  32976    0    0     0     0  503   22 100  0  0  0  0
 2  0      0 371792  11232  32976    0    0     0     0  506   18 100  0  0  0  0
 2  0      0 371792  11232  32976    0    0     0     0  507   16 100  0  0  0  0
 2  0      0 371792  11232  32976    0    0     0     0  507   21 100  0  0  0  0
 2  0      0 371792  11232  32976    0    0     0     0  509   20 100  0  0  0  0
 2  0      0 371792  11232  32976    0    0     0     0  503   13 100  0  0  0  0
 2  0      0 371792  11232  32976    0    0     0     0  507   18 100  0  0  0  0
 2  0      0 371792  11232  32976    0    0     0     0  506   18 100  0  0  0  0
 2  0      0 371792  11232  32976    0    0     0     0  509   18 100  0  0  0  0
 1  0      0 386788  11232  32976    0    0     0     0  506   36 96  3  2  0  0
 0  0      0 397012  11232  30816    0    0     0     0  140   93  1 11 88  0  0
 0  0      0 397012  11232  30816    0    0     0     0   66   50  0  6 94  0  0
 0  0      0 397012  11232  30816    0    0     0     0   49   43  0  3 96  0  0
 1  0      0 397012  11232  30816    0    0     0     0   27   40  0  1 98  0  0
===VMSTAT_END===
