stress-ng: info:  [218] setting to a 60 second run per stressor
stress-ng: info:  [218] dispatching hogs: 2 stream
stress-ng: info:  [219] stress-ng-stream: using built-in defaults as no suitable cache found
stress-ng: info:  [219] stress-ng-stream: stressor loosely based on a variant of the STREAM benchmark code
stress-ng: info:  [219] stress-ng-stream: do NOT submit any of these results to the STREAM benchmark results
stress-ng: info:  [219] stress-ng-stream: Using CPU cache size of 2048K
stress-ng: info:  [220] stress-ng-stream: memory rate: 320.86 MB/sec, 128.34 Mflop/sec (instance 1)
stress-ng: info:  [219] stress-ng-stream: memory rate: 317.24 MB/sec, 126.90 Mflop/sec (instance 0)
stress-ng: info:  [218] successful run completed in 60.11s (1 min, 0.11 secs)
stress-ng: info:  [218] stressor       bogo ops real time  usr time  sys time   bogo ops/s     bogo ops/s
stress-ng: info:  [218]                           (secs)    (secs)    (secs)   (real time) (usr+sys time)
stress-ng: info:  [218] stream              952     60.04    117.83      0.40        15.86           8.05
stress-ng: info:  [218] stream           319.05 memory rate (MB per sec) (average per stressor)
stress-ng: info:  [218] stream           127.62 memory rate (Mflop per sec) (average per stressor)
========================================
Stress-NG Workload (Synchronized)
========================================
Initializing shared memory...
Waiting for speedometer to register...
Found speedometer in shared memory!
Sending START command to speedometer...

Starting stress-ng workload for 60 seconds...
Command: stress-ng --stream 2 --timeout 60s --metrics-brief


Stress-ng completed with exit code: 0
Sending STOP command to speedometer...
Waiting for statistics from speedometer...

========== RECEIVED SPEEDOMETER STATISTICS ==========
Total cycles: 600
Deadline misses: 0 (0.00%)
Execution time:
  Mean: 295.267 us
  Min: 154.880 us
  Max: 1939.664 us
Jitter:
  Mean: 2195.785 us
  Max: 5375.920 us
Response time:
  Mean: 2491.052 us
  Min: 1454.608 us
  Max: 6264.256 us
====================================================

Stress workload terminated.
===VMSTAT_START===
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 406820   5656  28484    0    0   397    15  239  171 17 44 38  1  0
 3  0      0 375824   7136  32872    0    0  3624     0 1028  280 15 66  9  9  0
 3  0      0 373964   8992  32856    0    0  1856     0  984  240 66 34  0  0  0
 2  0      0 372108  10748  32896    0    0  1756     0  880  181 71 29  0  0  0
 2  0      0 372108  10748  32896    0    0     0   124  510   31 100  0  0  0  0
 2  0      0 372108  10748  32896    0    0     0     0  510   18 100  0  0  0  0
 2  0      0 372108  10748  32896    0    0     0     0  502   20 100  0  0  0  0
 2  0      0 372108  10748  32896    0    0     0     4  507   23 99  1  0  0  0
 2  0      0 372108  10748  32896    0    0     0     0  503   18 100  0  0  0  0
 2  0      0 372108  10748  32896    0    0     0     0  506   14 100  0  0  0  0
 2  0      0 372108  10748  32896    0    0     0     0  505   18 100  0  0  0  0
 2  0      0 372108  10748  32896    0    0     0     0  508   18 100  0  0  0  0
 2  0      0 371888  10748  32896    0    0     0     8  515   37 99  1  0  0  0
 2  0      0 371888  10748  32904    0    0     0     0  505   16 100  0  0  0  0
 2  0      0 371888  10748  32904    0    0     0     0  507   20 100  0  0  0  0
 2  0      0 371888  10748  32904    0    0     0     0  509   20 100  0  0  0  0
 2  0      0 371888  10748  32904    0    0     0     0  507   17 100  0  0  0  0
 2  0      0 371888  10748  32904    0    0     0     0  504   13 100  0  0  0  0
 2  0      0 371888  10748  32904    0    0     0    20  511   32 100  0  0  0  0
 2  0      0 371888  10748  32904    0    0     0     0  507   14 100  0  0  0  0
 2  0      0 371888  10748  32904    0    0     0     0  504   18 100  0  0  0  0
 2  0      0 371888  10748  32904    0    0     0     0  508   14 100  0  0  0  0
 2  0      0 371888  10748  32904    0    0     0     0  507   22 100  0  0  0  0
 2  0      0 371888  10748  32904    0    0     0     0  506   16 100  0  0  0  0
 2  0      0 371888  10748  32904    0    0     0     0  507   20 100  0  0  0  0
 2  0      0 371888  10748  32904    0    0     0     0  508   14 100  0  0  0  0
 2  0      0 371888  10748  32904    0    0     0     0  508   24 100  0  0  0  0
 2  0      0 371888  10748  32904    0    0     0     0  504   14 100  0  0  0  0
 2  0      0 371888  10748  32904    0    0     0     0  507   20 100  0  0  0  0
 2  0      0 371888  10748  32904    0    0     0     0  509   16 100  0  0  0  0
 2  0      0 371888  10748  32904    0    0     0     0  503   21 100  0  0  0  0
 2  0      0 371888  10748  32904    0    0     0     0  508   14 100  0  0  0  0
 2  0      0 371888  10748  32904    0    0     0     0  504   18 100  0  0  0  0
